DIVISION,CLASE,ORDEN,FAMILIA,GENERO,ESPECIE,N_COMUN
CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,Nymphargus caucanus,
CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,Nymphargus chami,
CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,Nymphargus chancas,
CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,Nymphargus cochranae,
CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,Nymphargus cristinae,
CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,Nymphargus garciae,
CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,Nymphargus grandisonae,
CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,Nymphargus griffithsi,
CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,Nymphargus ignotus,
CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,Nymphargus laurae,
CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,Nymphargus luminosus,
CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,Nymphargus luteopunctatus,
CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,Nymphargus manduriacu,
CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,Nymphargus mariae,
CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,Nymphargus megacheirus,
CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,Nymphargus mixomaculatus,
CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,Nymphargus nephelophila,
CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,Nymphargus ocellatus,
CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,Nymphargus oreonympha,
CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,Nymphargus phenax,
CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,Nymphargus pluvialis,
CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,Nymphargus posadae,
CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,Nymphargus prasinus,
CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,Nymphargus rosada,
CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,Nymphargus ruizi,
CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,Nymphargus siren,
CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,Nymphargus spilotus,
CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,Nymphargus vicenteruedai,
CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,Nymphargus wileyi,
CHORDATA,AVES,PICIFORMES,BUCCONIDAE,Nystactes,Nystactes noanamae,
CHORDATA,AVES,PICIFORMES,BUCCONIDAE,Nystactes,Nystactes tamatia,
CHORDATA,AVES,PICIFORMES,BUCCONIDAE,Nystalus,Nystalus chacuru,
CHORDATA,AVES,PICIFORMES,BUCCONIDAE,Nystalus,Nystalus radiatus,
CHORDATA,AVES,PICIFORMES,BUCCONIDAE,Nystalus,Nystalus striolatus,
CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE,Occidentarius,Occidentarius platypogon,
CHORDATA,AVES,PROCELLARIIFORMES,OCEANITIDAE,Oceanites,Oceanites gracilis,
CHORDATA,AVES,PROCELLARIIFORMES,OCEANITIDAE,Oceanites,Oceanites oceanicus,
CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Ochetorhynchus,Ochetorhynchus ruficaudus,
CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Ochthoeca,Ochthoeca cinnamomeiventris,
CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Ochthoeca,Ochthoeca fumicolor,
CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Ochthoeca,Ochthoeca leucophrys,
CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Ochthoeca,Ochthoeca nigrita,
CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Ochthoeca,Ochthoeca oenanthoides,
CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Ochthoeca,Ochthoeca piurae,
CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Ochthoeca,Ochthoeca rufipectoralis,
CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Ochthoeca,Ochthoeca salvini,
CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Ochthoeca,Ochthoeca superciliosa,
CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Ochthoeca,Ochthoeca thoracica,
CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Ochthornis,Ochthornis littoralis,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Ocreatus,Ocreatus underwoodii,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Ocyurus,Ocyurus chrysurus,
CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,Odocoileus virginianus,
CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,ATHERINOPSIDAE,Odontesthes,Odontesthes regia,
CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,PRISTIGASTERIDAE,Odontognathus,Odontognathus compressus,
CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,PRISTIGASTERIDAE,Odontognathus,Odontognathus mucronatus,
CHORDATA,AVES,GALLIFORMES,ODONTOPHORIDAE,Odontophorus,Odontophorus atrifrons,
CHORDATA,AVES,GALLIFORMES,ODONTOPHORIDAE,Odontophorus,Odontophorus balliviani,
CHORDATA,AVES,GALLIFORMES,ODONTOPHORIDAE,Odontophorus,Odontophorus columbianus,
CHORDATA,AVES,GALLIFORMES,ODONTOPHORIDAE,Odontophorus,Odontophorus dialeucos,
CHORDATA,AVES,GALLIFORMES,ODONTOPHORIDAE,Odontophorus,Odontophorus erythrops,
CHORDATA,AVES,GALLIFORMES,ODONTOPHORIDAE,Odontophorus,Odontophorus gujanensis,
CHORDATA,AVES,GALLIFORMES,ODONTOPHORIDAE,Odontophorus,Odontophorus hyperythrus,
CHORDATA,AVES,GALLIFORMES,ODONTOPHORIDAE,Odontophorus,Odontophorus melanonotus,
CHORDATA,AVES,GALLIFORMES,ODONTOPHORIDAE,Odontophorus,Odontophorus speciosus,
CHORDATA,AVES,GALLIFORMES,ODONTOPHORIDAE,Odontophorus,Odontophorus stellatus,
CHORDATA,AVES,GALLIFORMES,ODONTOPHORIDAE,Odontophorus,Odontophorus strophium,
CHORDATA,AVES,PASSERIFORMES,TROGLODYTIDAE,Odontorchilus,Odontorchilus branickii,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Odontoscion,Odontoscion dentex,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Odontoscion,Odontoscion eurymesops,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Odontoscion,Odontoscion xanthops,
CHORDATA,ACTINOPTERYGII,CHARACIFORMES,CHARACIDAE,Odontostilbe,Odontostilbe ecuadorensis,
CHORDATA,ACTINOPTERYGII,AULOPIFORMES,EVERMANNELLIDAE,Odontostomops,Odontostomops normalops,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oecomys,Oecomys auyantepui,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oecomys,Oecomys bicolor,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oecomys,Oecomys concolor,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oecomys,Oecomys flavicans,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oecomys,Oecomys paricola,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oecomys,Oecomys phaeotis,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oecomys,Oecomys rex,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oecomys,Oecomys roberti,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oecomys,Oecomys rutilus,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oecomys,Oecomys speciosus,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oecomys,Oecomys superans,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oecomys,Oecomys trinitatis,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,Oedipina complex,
CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,Oedipina parvipes,
CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,OGCOCEPHALIDAE,Ogcocephalus,Ogcocephalus corniger,
CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,OGCOCEPHALIDAE,Ogcocephalus,Ogcocephalus darwini,
CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,OGCOCEPHALIDAE,Ogcocephalus,Ogcocephalus nasutus,
CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,OGCOCEPHALIDAE,Ogcocephalus,Ogcocephalus notatus,
CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,OGCOCEPHALIDAE,Ogcocephalus,Ogcocephalus parvus,
CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,OGCOCEPHALIDAE,Ogcocephalus,Ogcocephalus pumilus,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,BYTHITIDAE,Ogilbia,Ogilbia boehlkei,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,BYTHITIDAE,Ogilbia,Ogilbia deroyi,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,BYTHITIDAE,Ogilbia,Ogilbia galapagosensis,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,BYTHITIDAE,Ogilbia,Ogilbia jeffwilliamsi,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,BYTHITIDAE,Ogilbia,Ogilbia sedorae,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,BYTHITIDAE,Ogilbia,Ogilbia tyleri,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,BYTHITIDAE,Ogilbichthys,Ogilbichthys ferocis,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,BYTHITIDAE,Ogilbichthys,Ogilbichthys kakuki,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,BYTHITIDAE,Ogilbichthys,Ogilbichthys puertoricoensis,
CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Ognorhynchus,Ognorhynchus icterotis,
CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Olallamys,Olallamys albicauda,
CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Olallamys,Olallamys edax,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Oligoplites,Oligoplites altus,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Oligoplites,Oligoplites palometa,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Oligoplites,Oligoplites refulgens,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Oligoplites,Oligoplites saliens,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Oligoplites,Oligoplites saurus,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oligoryzomys,Oligoryzomys andinus,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oligoryzomys,Oligoryzomys arenalis,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oligoryzomys,Oligoryzomys destructor,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oligoryzomys,Oligoryzomys fulvescens,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oligoryzomys,Oligoryzomys griseolus,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oligoryzomys,Oligoryzomys microtis,
CHORDATA,ACTINOPTERYGII,AULOPIFORMES,OMOSUDIDAE,Omosudis,Omosudis lowii,
CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Oncostoma,Oncostoma cinereigulare,
CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Oncostoma,Oncostoma olivaceum,
CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Oneillornis,Oneillornis lunulatus,
CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Oneillornis,Oneillornis salvini,
CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,ONEIRODIDAE,Oneirodes,Oneirodes carlsbergi,
CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,ONEIRODIDAE,Oneirodes,Oneirodes eschrichtii,
CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,ONEIRODIDAE,Oneirodes,Oneirodes heteronema,
CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,ONEIRODIDAE,Oneirodes,Oneirodes luetkeni,
CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,ONEIRODIDAE,Oneirodes,Oneirodes pietschi,
CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,ONEIRODIDAE,Oneirodes,Oneirodes rosenblatti,
CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Onychoprion,Onychoprion anaethetus,
CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Onychoprion,Onychoprion fuscatus,
CHORDATA,AVES,PASSERIFORMES,TITYRIDAE,Onychorhynchus,Onychorhynchus coronatus,
CHORDATA,AVES,PASSERIFORMES,TITYRIDAE,Onychorhynchus,Onychorhynchus mexicanus,
CHORDATA,AVES,PASSERIFORMES,TITYRIDAE,Onychorhynchus,Onychorhynchus occidentalis,
CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Oophaga,Oophaga anchicayensis,
CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Oophaga,Oophaga andresi,
CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Oophaga,Oophaga histrionica,
CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Oophaga,Oophaga lehmanni,
CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Oophaga,Oophaga occultator,
CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Oophaga,Oophaga solanensis,
CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Oophaga,Oophaga sylvatica,
CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Ophichthus,Ophichthus apachus,
CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Ophichthus,Ophichthus cylindroideus,
CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Ophichthus,Ophichthus frontalis,
CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Ophichthus,Ophichthus gomesii,
CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Ophichthus,Ophichthus hyposagmatus,
CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Ophichthus,Ophichthus melope,
CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Ophichthus,Ophichthus ophis,
CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Ophichthus,Ophichthus remiger,
CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Ophichthus,Ophichthus rugifer,
CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Ophichthus,Ophichthus spinicauda,
CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Ophichthus,Ophichthus triserialis,
CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Ophichthus,Ophichthus zophochir,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Ophidion,Ophidion dromio,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Ophidion,Ophidion exul,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Ophidion,Ophidion fulvum,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Ophidion,Ophidion galeoides,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Ophidion,Ophidion guianense,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Ophidion,Ophidion holbrookii,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Ophidion,Ophidion lagochila,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Ophioblennius,Ophioblennius macclurei,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Ophioblennius,Ophioblennius steindachneri,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Ophioscion,Ophioscion gomezi,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Ophioscion,Ophioscion imiceps,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Ophioscion,Ophioscion punctatissimus,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Ophioscion,Ophioscion scierus,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Ophioscion,Ophioscion simulus,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Ophioscion,Ophioscion strabo,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Ophioscion,Ophioscion typicus,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Ophioscion,Ophioscion vermicularis,
CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Ophisurus,Ophisurus serpens,
CHORDATA,AVES,OPISTHOCOMIFORMES,OPISTHOCOMIDAE,Opisthocomus,Opisthocomus hoazin,
CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Opisthonema,Opisthonema berlangai,
CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Opisthonema,Opisthonema bulleri,
CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Opisthonema,Opisthonema libertate,
CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Opisthonema,Opisthonema medirastre,
CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Opisthonema,Opisthonema oglinum,
CHORDATA,ACTINOPTERYGII,OSMERIFORMES,OPISTHOPROCTIDAE,Opisthoproctus,Opisthoproctus grimaldii,
CHORDATA,ACTINOPTERYGII,OSMERIFORMES,OPISTHOPROCTIDAE,Opisthoproctus,Opisthoproctus soleatus,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Opisthoprora,Opisthoprora euryptera,
CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,PRISTIGASTERIDAE,Opisthopterus,Opisthopterus dovii,
CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,PRISTIGASTERIDAE,Opisthopterus,Opisthopterus effulgens,
CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,PRISTIGASTERIDAE,Opisthopterus,Opisthopterus equatorialis,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,OPISTOGNATHIDAE,Opistognathus,Opistognathus aurifrons,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,OPISTOGNATHIDAE,Opistognathus,Opistognathus fenmutis,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,OPISTOGNATHIDAE,Opistognathus,Opistognathus galapagensis,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,OPISTOGNATHIDAE,Opistognathus,Opistognathus lonchurus,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,OPISTOGNATHIDAE,Opistognathus,Opistognathus macrognathus,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,OPISTOGNATHIDAE,Opistognathus,Opistognathus maxillosus,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,OPISTOGNATHIDAE,Opistognathus,Opistognathus megalepis,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,OPISTOGNATHIDAE,Opistognathus,Opistognathus panamaensis,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,OPISTOGNATHIDAE,Opistognathus,Opistognathus punctatus,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,OPISTOGNATHIDAE,Opistognathus,Opistognathus scops,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,OPISTOGNATHIDAE,Opistognathus,Opistognathus signatus,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,OPISTOGNATHIDAE,Opistognathus,Opistognathus whitehursti,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,OPLEGNATHIDAE,Oplegnathus,Oplegnathus insignis,
CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Oporornis,Oporornis agilis,
CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Orcinus,Orcinus orca,
CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Oreobates,Oreobates amarakaeri,
CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Oreobates,Oreobates ayacucho,
CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Oreobates,Oreobates cruralis,
CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Oreobates,Oreobates gemcare,
CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Oreobates,Oreobates granulosus,
CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Oreobates,Oreobates lehri,
CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Oreobates,Oreobates lundbergi,
CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Oreobates,Oreobates machiguenga,
CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Oreobates,Oreobates pereger,
CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Oreobates,Oreobates quixensis,
CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Oreobates,Oreobates sanderi,
CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Oreobates,Oreobates saxatilis,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Oreochromis,Oreochromis niloticus,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Oreonympha,Oreonympha albolimbata,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Oreonympha,Oreonympha nobilis,
CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE,Oreopholus,Oreopholus ruficollis,
CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Oreophrynella,Oreophrynella cryptica,
CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Oreophrynella,Oreophrynella huberi,
CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Oreophrynella,Oreophrynella macconnelli,
CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Oreophrynella,Oreophrynella nigra,
CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Oreophrynella,Oreophrynella quelchii,
CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Oreophrynella,Oreophrynella vasquezi,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oreoryzomys,Oreoryzomys balneator,
CHORDATA,AVES,PASSERIFORMES,PASSERELLIDAE,Oreothraupis,Oreothraupis arremonops,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Oreotrochilus,Oreotrochilus chimborazo,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Oreotrochilus,Oreotrochilus estella,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Oreotrochilus,Oreotrochilus melanogaster,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Oreotrochilus,Oreotrochilus stolzmanni,
CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Orestias,Orestias ctenolepis,
CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Orestias,Orestias cuvieri,
CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Orestias,Orestias empyraeus,
CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Orestias,Orestias gymnota,
CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Orestias,Orestias olivaceus,
CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Orestias,Orestias pentlandii,
CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Orestias,Orestias polonorum,
CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Orestias,Orestias silustani,
CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Ornithion,Ornithion brunneicapillus,
CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Ornithion,Ornithion inerme,
CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE,Orochelidon,Orochelidon andecola,
CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE,Orochelidon,Orochelidon flavipes,
CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE,Orochelidon,Orochelidon murina,
CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Orosaura,Orosaura nebulosylvestris,
CHORDATA,AVES,GALLIFORMES,CRACIDAE,Ortalis,Ortalis cinereiceps,
Chordata,Aves,Galliformes,Cracidae,Ortalis,Ortalis columbiana,Guacharaca
CHORDATA,AVES,GALLIFORMES,CRACIDAE,Ortalis,Ortalis erythroptera,
CHORDATA,AVES,GALLIFORMES,CRACIDAE,Ortalis,Ortalis garrula,
CHORDATA,AVES,GALLIFORMES,CRACIDAE,Ortalis,Ortalis guttata,
CHORDATA,AVES,GALLIFORMES,CRACIDAE,Ortalis,Ortalis motmot,
CHORDATA,AVES,GALLIFORMES,CRACIDAE,Ortalis,Ortalis ruficauda,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE,Orthopristis,Orthopristis cantharinus,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE,Orthopristis,Orthopristis chalceus,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE,Orthopristis,Orthopristis forbesi,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE,Orthopristis,Orthopristis lethopristis,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE,Orthopristis,Orthopristis ruber,
CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Orthopsittaca,Orthopsittaca manilatus,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oryzomys,Oryzomys couesi,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oryzomys,Oryzomys gorgasi,
CHORDATA,AMPHIBIA,GYMNOPHIONA,CAECILIIDAE,Oscaecilia,Oscaecilia bassleri,
