DIVISION,CLASE,ORDEN,FAMILIA,GENERO,ESPECIE,N_COMUN
CHORDATA,ACTINOPTERYGII,BELONIFORMES,BELONIDAE,Ablennes,Ablennes hians,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Aboma,Aboma etheostoma,
CHORDATA,ACTINOPTERYGII,CHARACIFORMES,ANOSTOMIDAE,Abramites,Abramites eques,
CHORDATA,MAMMALIA,RODENTIA,ABROCOMIDAE,Abrocoma,Abrocoma cinerea,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Abrothrix,Abrothrix andinus,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Abrothrix,Abrothrix jelskii,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Abudefduf,Abudefduf concolor,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Abudefduf,Abudefduf saxatilis,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Abudefduf,Abudefduf taurus,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Abudefduf,Abudefduf troschelii,
CHORDATA,AVES,GALLIFORMES,CRACIDAE,Aburria,Aburria aburri,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Abyssobrotula,Abyssobrotula galatheae,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAENOPSIDAE,Acanthemblemaria,Acanthemblemaria aspera,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAENOPSIDAE,Acanthemblemaria,Acanthemblemaria balanorum,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAENOPSIDAE,Acanthemblemaria,Acanthemblemaria betinensis,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAENOPSIDAE,Acanthemblemaria,Acanthemblemaria castroi,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAENOPSIDAE,Acanthemblemaria,Acanthemblemaria exilispinus,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAENOPSIDAE,Acanthemblemaria,Acanthemblemaria greenfieldi,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAENOPSIDAE,Acanthemblemaria,Acanthemblemaria hancocki,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAENOPSIDAE,Acanthemblemaria,Acanthemblemaria johnsoni,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAENOPSIDAE,Acanthemblemaria,Acanthemblemaria maria,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAENOPSIDAE,Acanthemblemaria,Acanthemblemaria medusa,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAENOPSIDAE,Acanthemblemaria,Acanthemblemaria rivasi,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAENOPSIDAE,Acanthemblemaria,Acanthemblemaria spinosa,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAENOPSIDAE,Acanthemblemaria,Acanthemblemaria stephensi,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Acanthistius,Acanthistius pictus,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Acanthocybium,Acanthocybium solandri,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Acanthonus,Acanthonus armatus,
CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,OSTRACIIDAE,Acanthostracion,Acanthostracion polygonius,
CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,OSTRACIIDAE,Acanthostracion,Acanthostracion quadricornis,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Acanthurus chirurgus,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Acanthurus coeruleus,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Acanthurus nigricans,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Acanthurus tractus,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Acanthurus triostegus,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Acanthurus xanthopterus,
CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,Accipiter bicolor,
CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,Accipiter collaris,
CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,Accipiter cooperii,
CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,Accipiter poliogaster,
CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,Accipiter striatus,
CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,Accipiter superciliosus,
CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Acentronura,Acentronura dendritica,
CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,LINOPHRYNIDAE,Acentrophryne,Acentrophryne dolichonema,
CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,LINOPHRYNIDAE,Acentrophryne,Acentrophryne longidens,
CHORDATA,ACTINOPTERYGII,CHARACIFORMES,CHARACIDAE,Acestrocephalus,Acestrocephalus anomalus,
CHORDATA,ACTINOPTERYGII,CHARACIFORMES,CHARACIDAE,Acestrocephalus,Acestrocephalus boehlkei,
CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,ACHIRIDAE,Achirus,Achirus achirus,
CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,ACHIRIDAE,Achirus,Achirus declivis,
CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,ACHIRIDAE,Achirus,Achirus klunzingeri,
CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,ACHIRIDAE,Achirus,Achirus lineatus,
CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,ACHIRIDAE,Achirus,Achirus mazatlanus,
CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,ACHIRIDAE,Achirus,Achirus scutum,
CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE,Acromycter,Acromycter atlanticus,
CHORDATA,AVES,PASSERIFORMES,RHINOCRYPTIDAE,Acropternis,Acropternis orthonyx,
CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Actitis,Actitis macularius,
CHORDATA,ACTINOPTERYGII,GOBIESOCIFORMES,GOBIESOCIDAE,Acyrtops,Acyrtops beryllinus,
CHORDATA,ACTINOPTERYGII,GOBIESOCIFORMES,GOBIESOCIDAE,Acyrtus,Acyrtus artius,
CHORDATA,ACTINOPTERYGII,GOBIESOCIFORMES,GOBIESOCIDAE,Acyrtus,Acyrtus rubiginosus,
CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Adelastes,Adelastes hylonomos,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Adelomyia,Adelomyia melanogenys,
CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Adelophryne,Adelophryne adiastola,
CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Adelophryne,Adelophryne gutturosa,
CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Adelphobates,Adelphobates quinquevittatus,
CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Adenomera,Adenomera andreae,
CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Adenomera,Adenomera hylaedactyla,
CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Adercosaurus,Adercosaurus vixadnexus,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Aegialomys,Aegialomys galapagoensis,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Aegialomys,Aegialomys xanthaeolus,
CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Aegolius,Aegolius harrisii,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Aepeomys,Aepeomys lugens,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Aepeomys,Aepeomys reigi,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Aequidens,Aequidens patricki,
CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Aeronautes,Aeronautes andecolus,
CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Aeronautes,Aeronautes montivagus,
CHORDATA,AMPHIBIA,ANURA,PHYLLOMEDUSIDAE,Agalychnis,Agalychnis buckleyi,
CHORDATA,AMPHIBIA,ANURA,PHYLLOMEDUSIDAE,Agalychnis,Agalychnis callidryas,
CHORDATA,AMPHIBIA,ANURA,PHYLLOMEDUSIDAE,Agalychnis,Agalychnis danieli,
CHORDATA,AMPHIBIA,ANURA,PHYLLOMEDUSIDAE,Agalychnis,Agalychnis hulli,
CHORDATA,AMPHIBIA,ANURA,PHYLLOMEDUSIDAE,Agalychnis,Agalychnis lemur,
CHORDATA,AMPHIBIA,ANURA,PHYLLOMEDUSIDAE,Agalychnis,Agalychnis medinae,
CHORDATA,AMPHIBIA,ANURA,PHYLLOMEDUSIDAE,Agalychnis,Agalychnis psilopygion,
CHORDATA,AMPHIBIA,ANURA,PHYLLOMEDUSIDAE,Agalychnis,Agalychnis spurrelli,
CHORDATA,AMPHIBIA,ANURA,PHYLLOMEDUSIDAE,Agalychnis,Agalychnis terranova,
CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Agamia,Agamia agami,
CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Agelasticus,Agelasticus thilius,
CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Agelasticus,Agelasticus xanthophthalmus,
CHORDATA,ACTINOPTERYGII,SILURIFORMES,AUCHENIPTERIDAE,Ageneiosus,Ageneiosus pardalis,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Aglaeactis,Aglaeactis aliciae,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Aglaeactis,Aglaeactis castelnaudii,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Aglaeactis,Aglaeactis cupripennis,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Aglaiocercus,Aglaiocercus berlepschi,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Aglaiocercus,Aglaiocercus coelestis,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Aglaiocercus,Aglaiocercus kingii,
CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Agriornis,Agriornis albicauda,
CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Agriornis,Agriornis micropterus,
CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Agriornis,Agriornis montanus,
CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Ahlia,Ahlia egmontis,
CHORDATA,ACTINOPTERYGII,AULOPIFORMES,NOTOSUDIDAE,Ahliesaurus,Ahliesaurus berryi,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Akko,Akko brevis,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Akko,Akko dionaea,
CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Akletos,Akletos goeldii,
CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Akletos,Akletos melanoceps,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon aerosus,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon affinis,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon albiventer,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon boliviensis,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon fumeus,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon juninensis,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon kofordi,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon lutescens,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon mimus,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon mollis,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon orophilus,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon subfuscus,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon surdus,
CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon torques,
CHORDATA,ACTINOPTERYGII,ALBULIFORMES,ALBULIDAE,Albula,Albula esuncula,
CHORDATA,ACTINOPTERYGII,ALBULIFORMES,ALBULIDAE,Albula,Albula nemoptera,
CHORDATA,ACTINOPTERYGII,ALBULIFORMES,ALBULIDAE,Albula,Albula vulpes,
CHORDATA,ACTINOPTERYGII,NOTACANTHIFORMES,HALOSAURIDAE,Aldrovandia,Aldrovandia affinis,
CHORDATA,ACTINOPTERYGII,NOTACANTHIFORMES,HALOSAURIDAE,Aldrovandia,Aldrovandia gracilis,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Alectis,Alectis ciliaris,
CHORDATA,ACTINOPTERYGII,AULOPIFORMES,ALEPISAURIDAE,Alepisaurus,Alepisaurus brevirostris,
CHORDATA,ACTINOPTERYGII,AULOPIFORMES,ALEPISAURIDAE,Alepisaurus,Alepisaurus ferox,
CHORDATA,ACTINOPTERYGII,OSMERIFORMES,ALEPOCEPHALIDAE,Alepocephalus,Alepocephalus agassizii,
CHORDATA,ACTINOPTERYGII,OSMERIFORMES,ALEPOCEPHALIDAE,Alepocephalus,Alepocephalus australis,
CHORDATA,ACTINOPTERYGII,OSMERIFORMES,ALEPOCEPHALIDAE,Alepocephalus,Alepocephalus productus,
CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Alexandrinus,Alexandrinus krameri,
CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,DINEMATICHTHYIDAE,Alionematichthys,Alionematichthys minyomma,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates alessandroi,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates algorei,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates bromelicola,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates brunneus,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates caribe,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates cepedai,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates conspicuus,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates femoralis,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates fratisenescus,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates fuscellus,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates humilis,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates ignotus,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates insperatus,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates juanii,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates kingsburyi,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates mandelorum,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates marchesianus,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates melanolaemus,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates myersi,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates niputidea,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates ornatus,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates picachos,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates pittieri,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates ranoides,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates sanmartini,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates sumtuosus,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates talamancae,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates trilineatus,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates undulatus,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates wayuu,
CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,Allobates zaparo,
CHORDATA,ACTINOPTERYGII,ZEIFORMES,OREOSOMATIDAE,Allocyttus,Allocyttus verrucosus,
CHORDATA,AMPHIBIA,ANURA,ALLOPHRYNIDAE,Allophryne,Allophryne ruthveni,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Allothunnus,Allothunnus fallai,
CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE,Alopochelidon,Alopochelidon fucata,
CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Alopoglossus,Alopoglossus angulatus,
CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Alopoglossus,Alopoglossus atriventris,
CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Alopoglossus,Alopoglossus buckleyi,
CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Alopoglossus,Alopoglossus copii,
CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Alopoglossus,Alopoglossus festae,
CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Alopoglossus,Alopoglossus lehmanni,
CHORDATA,MAMMALIA,PRIMATES,ATELIDAE,Alouatta,Alouatta arctoidea,
CHORDATA,MAMMALIA,PRIMATES,ATELIDAE,Alouatta,Alouatta juara,
CHORDATA,MAMMALIA,PRIMATES,ATELIDAE,Alouatta,Alouatta macconnelli,
CHORDATA,MAMMALIA,PRIMATES,ATELIDAE,Alouatta,Alouatta palliata,
CHORDATA,MAMMALIA,PRIMATES,ATELIDAE,Alouatta,Alouatta puruensis,
Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta seniculus,Mono aullador
CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Alphestes,Alphestes afer,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Alphestes,Alphestes immaculatus,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Alphestes,Alphestes multiguttatus,
CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MONACANTHIDAE,Aluterus,Aluterus heudelotii,
CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MONACANTHIDAE,Aluterus,Aluterus monoceros,
CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MONACANTHIDAE,Aluterus,Aluterus schoepfii,
CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MONACANTHIDAE,Aluterus,Aluterus scriptus,
CHORDATA,AVES,GRUIFORMES,RALLIDAE,Amaurolimnas,Amaurolimnas concolor,
CHORDATA,AVES,PASSERIFORMES,CARDINALIDAE,Amaurospiza,Amaurospiza moesta,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia amabilis,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia amazilia,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia bartletti,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia brevirostris,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia castaneiventris,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia chionogaster,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia coeruleogularis,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia cupreicauda,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia cyanifrons,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia cyanus,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia eliciae,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia fimbriata,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia franciae,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia goudoti,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia grayi,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia humboldtii,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia julie,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia lactea,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia leucogaster,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia lilliae,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia oenone,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia rosenbergi,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia sapphirina,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia saucerottei,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia tobaci,
Chordata,Aves,Caprimulgiformes,Trochilidae,Amazilia,Amazilia tzacatl,Colibrí
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia versicolor,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia viridicauda,
CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia viridigaster,
CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Amazona,Amazona amazonica,
CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Amazona,Amazona autumnalis,
CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Amazona,Amazona barbadensis,
CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Amazona,Amazona bodini,
CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Amazona,Amazona dufresniana,
CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Amazona,Amazona farinosa,
CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Amazona,Amazona festiva,
CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Amazona,Amazona lilacina,
CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Amazona,Amazona mercenarius,
Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona ochrocephala,Loro real
CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Amazonetta,Amazonetta brasiliensis,
CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,ENGRAULIDAE,Amazonsprattus,Amazonsprattus scintilla,
CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Amazophrynella,Amazophrynella minuta,
CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Amblycercus,Amblycercus holosericeus,
CHORDATA,ACTINOPTERYGII,PERCIFORMES,CIRRHITIDAE,Amblycirrhitus,Amblycirrhitus pinos,
CHORDATA,ACTINOPTERYGII,SILURIFORMES,DORADIDAE,Amblydoras,Amblydoras monitor,
CHORDATA,ACTINOPTERYGII,SILURIFORMES,DORADIDAE,Amblydoras,Amblydoras nauticus,
CHORDATA,REPTILIA,SQUAMATA,IGUANIDAE,Amblyrhynchus,Amblyrhynchus cristatus,
CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Ameerega,Ameerega bassleri,
CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Ameerega,Ameerega bilinguis,
CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Ameerega,Ameerega cainarachi,
CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Ameerega,Ameerega hahneli,
CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Ameerega,Ameerega ignipedis,
CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Ameerega,Ameerega ingeri,
CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Ameerega,Ameerega labialis,
CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Ameerega,Ameerega macero,
CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Ameerega,Ameerega parvula,
CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Ameerega,Ameerega pepperi,
CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Ameerega,Ameerega petersi,
CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Ameerega,Ameerega picta,
CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Ameerega,Ameerega planipaleae,
CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Ameerega,Ameerega pongoensis,
CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Ameerega,Ameerega rubriventris,
CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Ameerega,Ameerega shihuemoy,
CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Ameerega,Ameerega silverstonei,
CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Ameerega,Ameerega simulans,
CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Ameerega,Ameerega smaragdina,
CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Ameerega,Ameerega trivittata,
CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Ameerega,Ameerega yoshina,
CHORDATA,REPTILIA,SQUAMATA,TEIIDAE,Ameiva,Ameiva aggerecusans,
CHORDATA,REPTILIA,SQUAMATA,TEIIDAE,Ameiva,Ameiva ameiva,
CHORDATA,REPTILIA,SQUAMATA,TEIIDAE,Ameiva,Ameiva atrigularis,
CHORDATA,REPTILIA,SQUAMATA,TEIIDAE,Ameiva,Ameiva bifrontata,
CHORDATA,REPTILIA,SQUAMATA,TEIIDAE,Ameiva,Ameiva concolor,
CHORDATA,REPTILIA,SQUAMATA,TEIIDAE,Ameiva,Ameiva nodam,
CHORDATA,REPTILIA,SQUAMATA,TEIIDAE,Ameiva,Ameiva pantherina,
Chordata,Reptilia,Squamata,Teiidae,Ameiva,Ameiva praesignis,lobito
CHORDATA,REPTILIA,SQUAMATA,TEIIDAE,Ameiva,Ameiva provitaae,
